#1.2
56238	53
Name	Description	Adipose - Subcutaneous	Adipose - Visceral (Omentum)	Adrenal Gland	Artery - Aorta	Artery - Coronary	Artery - Tibial	Bladder	Brain - Amygdala	Brain - Anterior cingulate cortex (BA24)	Brain - Caudate (basal ganglia)	Brain - Cerebellar Hemisphere	Brain - Cerebellum	Brain - Cortex	Brain - Frontal Cortex (BA9)	Brain - Hippocampus	Brain - Hypothalamus	Brain - Nucleus accumbens (basal ganglia)	Brain - Putamen (basal ganglia)	Brain - Spinal cord (cervical c-1)	Brain - Substantia nigra	Breast - Mammary Tissue	Cells - EBV-transformed lymphocytes	Cells - Transformed fibroblasts	Cervix - Ectocervix	Cervix - Endocervix	Colon - Sigmoid	Colon - Transverse	Esophagus - Gastroesophageal Junction	Esophagus - Mucosa	Esophagus - Muscularis	Fallopian Tube	Heart - Atrial Appendage	Heart - Left Ventricle	Kidney - Cortex	Liver	Lung	Minor Salivary Gland	Muscle - Skeletal	Nerve - Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin - Not Sun Exposed (Suprapubic)	Skin - Sun Exposed (Lower leg)	Small Intestine - Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
ENSG00000224852.1	MTND5P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232772.1	MTND4P22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01552
ENSG00000236300.2	AC013437.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227557.1	MTND3P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1138
ENSG00000225476.1	AC013437.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06785	0	0	0	0	0	0.1832
ENSG00000231766.1	AC013437.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257284.1	RP11-190J23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04331	0	0	0	0
ENSG00000228655.2	AC096558.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01475	0.01321	0	0.04061	0	0.01077	0	0	0	0	0	0	0.00702	0	0	0	0	0.03929	0	0	0.01646	0	0	0	0	0	0	0.06082	0.4301	0	0	0	0	0	0.5174
ENSG00000257640.1	RP11-570L15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258268.1	RP11-570L15.1	0.04947	0.02902	0	0	0	0	0.03922	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238	0	0	0.01403	0.05134	0.02126	0	0	0	0	0	0.02443	0	0	0.06261	0.09055	0.02873	0	0.2011	0	0	0	0.04929	0	0	0.02589	0.138	0	0	0.04206	0.01495	0.04851	0.204
ENSG00000231758.2	AC092652.1	0	0	0	0	0.05299	0.02651	0	0.07911	0.1004	0.04744	0	0	0.09927	0.1033	0.1195	0.07273	0.03247	0.02489	0.05346	0.06248	0	0	0	0	0	0	0.09583	0	0	0	0.02608	0.04869	0	0	0	0.09667	0	0	0.06269	0	0	0	0	0.06979	0.04438	0.1312	0.02545	0	0.3797	0	0	0.006682	0.08875
ENSG00000257277.1	RP11-434H14.1	0.006937	0.02094	0	0.0228	0.02	0.04212	0	0.02499	0.02683	0	0	0	0.03433	0.04182	0.02003	0	0	0	0.02218	0	0	0.01328	0	0.01132	0	0	0.04024	0	0	0	0.02213	0.00417	0	0	0	0.06095	0	0	0.07408	0	0	0	0	0.007686	0	0.07827	0.0713	0	0.2505	0	0	0	0.08454
ENSG00000257226.1	CTD-2252P21.1	0.06483	0.03394	0	0	0.03457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03054	0.07945	0	0.01942	0	0.03796	0.04301	0	0	0.02745	0.01266	0	0	0	0.03701	0.1079	0.03364	0	0.3868	0	0	0	0.04043	0	0	0.2438	0.7282	0	0.6592	0.03729	0	0.0366	0.285
ENSG00000236356.1	AC079584.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200287.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232377.1	AC016910.1	0.1138	0.06633	0.04187	0.02454	0.05415	0.06243	0.02046	0.0267	0.02323	0.02287	0	0.01986	0.03522	0.03411	0.02683	0	0.03914	0.02014	0.01874	0.01651	0.06098	0.05016	0.04564	0.08867	0.0409	0.03025	0.02368	0.03548	0	0.02577	0.05116	0.03851	0	0.0185	0	0.07324	0.02064	0	0.3569	0.1754	0	0	0.03959	0.04137	0.05065	0.02264	0.02709	0.02125	0.1514	0.04875	0.04286	0.08549	0
ENSG00000121964.10	GTDC1	2.713	1.817	2.313	1.571	2.256	2.343	1.333	4.207	4.713	2.195	2.329	2.156	5.34	6.206	4.07	2.797	1.982	2.433	5.234	3.977	1.894	1.495	1.313	1.771	2.018	0.8911	0.9049	1.011	0.5738	0.7981	1.467	1.783	0.9681	1.132	0.3804	1.874	0.7242	0.8692	4.121	2.024	0.5351	0.9628	1.275	1.027	1.124	0.9867	2.506	0.7357	1.891	1.587	1.106	1.248	1.794
ENSG00000169554.12	ZEB2	16.17	11.62	9.163	7.163	11.89	14.16	6.188	17.38	8.514	10.35	2.241	3.04	7.893	9.277	20.22	10.41	7.717	15.52	37.77	22.55	9.55	0.264	6.828	8.458	10.64	4.811	3.018	4.613	2.1	3.937	6.812	6.722	3.848	2.784	1.115	11.37	2.404	1.739	20.74	11.88	0.7069	0.7569	4.816	2.953	3.718	4.722	10.73	2.646	3.065	4.588	6.152	6.807	6.743
ENSG00000213410.2	AC009951.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176824.2	AC009951.1	0.02782	0.04292	0.02441	0.01694	0.02175	0.01202	0.01523	0.0464	0.03614	0.03454	0	0	0.02425	0.02685	0.06403	0.0287	0.01535	0.03369	0.07465	0.04753	0.01628	0	0.005381	0.007167	0.006512	0.01233	0.007268	0.01223	0	0.008223	0.03168	0.01682	0.005958	0.007288	0	0.05731	0	0	0.0335	0.03714	0	0	0.01225	0.01229	0.01166	0.01924	0.09018	0.005493	0.05231	0.01729	0.01486	0.01352	0.09505
ENSG00000238057.4	ZEB2-AS1	0.3844	0.3756	0.3141	0.2121	0.3207	0.1825	0.1192	0.3156	0.2137	0.2304	0.04722	0.09611	0.2502	0.218	0.3633	0.1926	0.1534	0.201	0.801	0.4268	0.2035	0	0.04458	0.1388	0.2499	0.1285	0.1085	0.118	0.04806	0.1047	0.1716	0.139	0.0536	0.2358	0.03687	0.5502	0.07061	0.01618	0.5324	0.3183	0.01552	0.05002	0.1122	0.05277	0.05958	0.1816	0.8348	0.06936	0.2326	0.1094	0.1635	0.171	0.244
ENSG00000232606.1	AC010090.1	0.1146	0.1042	0	0	0.09042	0.06263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09058	0	0.06982	0.1397	0.2023	0.04467	0	0	0	0	0.1222	0.08154	0	0.02164	0	0.1381	0	0	0.1348	0.1765	0	0	0	0.03144	0	0.02224	0.09538	0	0.09953	0.07412	0.04866	0.1031	0
ENSG00000226674.4	TEX41	0.2029	0.09202	0.004676	0.1045	0.2189	0.1566	0.02905	0.009444	0.01234	0.006417	0	0	0.01101	0.01236	0.009108	0.0104	0.007274	0.004544	0.006743	0.005212	0.1501	0	0.05394	0.316	0.2619	0.02038	0.009416	0.03439	0.01827	0.02342	0.1193	0.04417	0.007088	0.1699	0.01129	0.03883	0.031	0.006942	0.1255	0.0975	0.006648	0.02095	0.03586	0.1404	0.1654	0.007736	0.01376	0.0108	0.6214	0.1383	0.1148	0.1463	0
ENSG00000234940.1	AC023128.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235352.1	AC023128.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268580.1	RP11-514A9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3477	0	0	0	0
ENSG00000235435.1	AC064865.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253036.1	snR65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214064.3	RPL6P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225107.1	AC092484.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04309	0.05556	0	0	0	0	0	0	0	0
ENSG00000226218.1	AC079163.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115	0	0	0	0
ENSG00000234119.1	AC079248.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233842.1	AC062031.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06596	0	0	0	0
ENSG00000251905.1	RNU7-2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230559.1	RPL17P12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227134.1	AC093084.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198526.6	PABPC1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.141	0	0	0	0
ENSG00000271583.1	RP11-638D14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231040.1	AC103881.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.049	0	0	0	0
ENSG00000227902.2	AC062032.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4298	0	0	0	0
ENSG00000238860.1	snoU13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207225.1	RNU6-692P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221289.2	AC013406.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207161.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202074.1	RNU6-715P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253083.1	RNA5SP106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229143.1	AC009480.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121989.10	ACVR2A	4.136	3.065	1.46	1.692	2.017	2.589	5.08	1.56	1.602	1.053	4.856	4.428	1.917	2.189	1.456	2.152	1.543	0.8736	1.292	1.092	3.956	0.1502	2.673	3.494	2.908	3.256	3.163	3.841	3.616	4.247	2.901	1.276	1.017	1.888	1.436	2.845	4.644	1.433	4.383	2.934	1.62	2.689	3.366	10.33	10.14	3.625	2.269	2.822	3.875	3.293	3.454	4.971	0.2888
ENSG00000212389.1	RNU6-1275P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223911.1	AC009480.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7205	0	0	0	0
ENSG00000115947.9	ORC4	2.809	2.504	2.981	2.713	2.626	2.992	3.121	2.743	3.175	2.737	6.429	5.83	3.926	4.432	2.703	3.904	3.149	2.344	3.068	2.93	3.166	4.938	2.384	3.124	3.362	2.927	2.937	2.652	2.525	2.661	3.24	2.104	1.968	3.665	1.753	2.762	2.88	2.011	3.822	4.737	1.791	4.495	3.551	3.127	3.026	2.644	2.729	2.334	3.786	3.776	3.597	3.145	1.252
ENSG00000265049.1	AC009480.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204406.7	MBD5	1.15	1.102	1.366	1.236	1.219	1.545	1.962	0.9241	1.116	1.147	2.786	2.471	1.422	1.458	1.016	1.116	1.287	0.8538	1.122	0.8952	1.293	1.913	1.568	1.24	1.6	2.447	1.032	1.755	0.648	1.822	1.351	0.8695	0.5926	1.088	0.2383	1.095	0.8822	0.6312	1.483	1.783	0.396	2.312	1.296	0.739	0.7631	0.8231	0.9825	0.7876	1.729	1.396	1.509	1.132	0.3947
ENSG00000212181.1	SNORA48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224007.1	AC019070.1	0	0	0	0	0	0	0	0	0	0	0	0.0367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232238.1	AC017080.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135999.7	EPC2	7.407	5.928	5.66	6.303	6.213	8.854	8.276	3.231	3.776	3.445	10.76	7.926	3.852	4.857	3.424	3.746	3.535	2.743	3.512	3.148	7.236	4.028	4.384	8.3	9.051	5.786	4.113	5.653	3.532	5.359	7.435	3.677	2.564	3.193	1.882	5.312	5.054	3.605	8.137	10.96	2.625	5.681	6.152	5.015	4.919	5.006	5.151	3.391	6.833	7.287	9.453	6.632	1.979
ENSG00000222126.1	RNU2-9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223962.1	UBBP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231079.3	AC105402.4	0	0	0.05113	0	0	0	0	0.01235	0.008161	0.0118	0.1122	0.169	0.01036	0.008385	0.01206	0.02034	0.008731	0.006521	0.009156	0	0	0	0	0	0	0	0	0	0	0	0.004754	0	0	0	0	0	0	0	0	0	0	0.1215	0.01084	0	0	0.01038	0.02124	0	0.1648	0	0	0	0.015
ENSG00000228848.2	AC105402.2	0	0	0.2869	0	0	0	0	0.05866	0	0.07997	0.4957	0.4091	0.04152	0.04029	0.08295	0.06257	0.04185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2225	0.1236	0	0	0	0	0	0.3966	0	0	0	0
ENSG00000226340.1	AC105402.3	0	0	0.3494	0	0	0	0	0.03675	0	0.04638	0.3335	0.3594	0.03008	0	0.04725	0.06778	0.01783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3104	0.1421	0	0	0	0	0	0.492	0	0	0	0
ENSG00000168280.12	KIF5C	0.679	0.5906	5.696	0.8105	0.6609	0.7236	1.996	107.7	101	46.34	121	96.79	112.9	113.9	77.21	56.32	75.81	47.85	70.69	54.06	0.8914	0.1547	0.05319	2.326	1.231	1.974	0.9351	1.428	0.172	1.173	1.621	0.5831	0.1842	0.7094	0.07887	0.4069	0.3699	0.1699	5.3	1.383	0.4862	18.11	9.262	0.3301	0.3464	1.071	1.298	0.8187	19.46	0.6443	0.5424	2.148	0.1941
ENSG00000263656.1	AC105402.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150556.12	LYPD6B	0.02195	0.02837	0.03414	0.01955	0.01137	0.02759	2.652	0.2891	0.6281	0.08342	0.1223	0.1425	0.5813	0.5875	0.5892	0.5755	0.06357	0.07922	0.05995	0.1563	0.7421	1.347	2.18	0.1432	0.13	0.01892	0.1787	0.01021	0.7729	0.009185	0.6906	0.008367	0	0.9563	0.06404	0.2483	0.6942	0.003478	0.01063	0.04268	1.204	0.06686	2.133	20.11	17.1	0.2283	0.6003	8.436	10.1	0.01439	0.05088	0.979	0.01962
ENSG00000228236.2	AC073271.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224337.1	FAM8A3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187123.10	LYPD6	0.1263	0.4732	0.01792	0.08689	0.1248	0.2042	2.329	1.989	2.688	1.957	0.7095	1.025	2.075	2.325	1.4	2.258	1.343	1.275	1.08	1.436	0.7502	0.003214	0.8025	0.2792	0.3043	0.5929	0.4643	0.3485	0.2795	0.3349	0.4007	0.2085	0.03539	0.2438	0.05652	0.109	0.1022	0.01729	2.188	0.2309	0.5318	0.1634	0.3818	0.2341	0.1463	0.5463	0.1954	0.9606	2.864	0.09924	0.8467	0.2742	0
ENSG00000223604.1	AC007394.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04372	0	0	0	0
ENSG00000168288.8	MMADHC	35.1	34.43	38.07	38.24	40.05	47.38	40.5	12.81	13.59	13.37	20.74	18.51	15.1	17.63	12.8	15.7	15.35	12	14.88	14.29	36.85	64.72	42.33	35.87	36.14	34.42	34.35	36.91	43.14	38.66	32.54	30.96	36.92	30.77	34.69	31.89	34.36	56.99	28.59	32.82	31.98	28.37	33.28	41.41	42.22	30.53	36.39	35.4	44.96	26.98	34.37	35.89	30.02
ENSG00000231969.1	AC144449.1	0.176	0.1878	0.114	0.1117	0.1613	0.1373	0.1217	0.4849	0.3921	0.2961	0.1521	0.246	0.3303	0.4	0.4629	0.5579	0.3102	0.363	1.236	0.8978	0.1569	0	0.08742	0.06189	0.04933	0.1853	0.1398	0.1425	0	0.1066	0.06603	0.1119	0.03819	0.3293	0.7247	0.1238	0.07501	0.07254	0.6109	0.09291	0	0.07001	0.1777	0.04772	0.08003	0.1585	0.1279	0.09165	0.4479	0.09368	0.08853	0.1267	0
ENSG00000207270.1	RNU6-601P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162947.4	AC007364.1	0	0	0	0	0	0	0	0.007866	0.0101	0	0	0	0	0.007128	0.01177	0	0	0	0.01585	0.01373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01935	0	0	0	0.0143	0	0	0	0	0	0	0	0	0	0.7465	0	0	0	0
ENSG00000230645.1	AC016682.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5384	0	0	0	0
ENSG00000231420.1	AC113610.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09209	0	0	0	0
ENSG00000115963.9	RND3	15.99	19.8	12.93	10.59	13.4	16.03	12.77	2.713	3.5	2.731	0.6689	0.9684	2.154	3.027	2.267	4.398	3.093	2.838	1.849	1.799	22.36	0.1401	40.04	20.89	22.05	9.385	12.54	12.19	31.28	15.19	12.6	6.697	5.164	5.215	12.12	13.42	17.6	3.301	12.04	4.353	1.736	3.416	16.97	21.53	19.41	9.663	16.35	7.579	1.941	4.455	7.592	23.51	0.04204
ENSG00000236049.1	AC104777.2	0	0	0.007161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01694	0	0	0	0	0	0	0.1067	0	0	0	0
ENSG00000237220.1	AC104777.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1017	0	0	0	0
ENSG00000232359.1	AC104777.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224048.1	AC104777.4	0	0	0.06589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0173	0	0	0	0	0	0	0	0	0	0	0	0	0	7.434	0	0	0	0
ENSG00000228064.1	AC023469.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222031.1	AC023469.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2328	0	0	0	0
ENSG00000236885.1	AC018731.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213201.3	FABP5P10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209	0	0	0	0
ENSG00000184898.6	RBM43	2.869	1.618	4.534	2.295	2.654	2.616	2.733	0.9318	0.802	1.138	0.2465	0.3182	0.5923	0.7287	0.7195	1.005	1.112	0.8335	0.7109	0.8389	2.587	2.321	4.221	2.231	3.585	2.547	1.345	1.847	1.125	1.671	3.179	0.7493	0.3753	1.509	1.05	1.951	1.631	0.4281	4.48	3.847	1.13	1.873	1.737	1.755	1.764	1.562	2.228	1.364	1.268	2.875	2.929	1.982	0.4441
